Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price
Frontier,2023-12-23,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$146
Frontier,2023-12-23,13h 27mMDW-SFO,1 stop,11:15 pm – 10:42 am+1,Economy,$105
United Airlines,2023-12-23,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Basic Economy,$208
United Airlines,2023-12-23,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Basic Economy,$217
United Airlines,2023-12-23,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Basic Economy,$264
United Airlines,2023-12-23,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Basic Economy,$285
United Airlines,2023-12-23,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Basic Economy,$296
United Airlines,2023-12-23,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Basic Economy,$296
Alaska Airlines,2023-12-23,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$329
American Airlines,2023-12-23,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$329
United Airlines,2023-12-23,4h 54mORD-SFO,nonstop,10:40 am – 1:34 pm,Economy,$416
United Airlines,2023-12-23,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$459
"Spirit Airlines, Frontier",2023-12-23,10h 01mORD-SFO,1 stop,10:48 pm – 6:49 am+1,Economy,$160
United Airlines,2023-12-23,6h 31mORD-SFO,1 stop,5:50 pm – 10:21 pm,Basic Economy,$226
Delta,2023-12-23,6h 25mORD-SFO,1 stop,2:00 pm – 6:25 pm,Basic Economy,$249
Frontier,2023-12-24,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$84
Frontier,2023-12-24,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$79
United Airlines,2023-12-24,5h 00mORD-SFO,nonstop,8:00 pm – 11:00 pm,Basic Economy,$141
United Airlines,2023-12-24,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Basic Economy,$150
United Airlines,2023-12-24,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Basic Economy,$150
United Airlines,2023-12-24,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Basic Economy,$171
American Airlines,2023-12-24,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Basic Economy,$205
Alaska Airlines,2023-12-24,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$209
United Airlines,2023-12-24,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Basic Economy,$228
United Airlines,2023-12-24,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Basic Economy,$228
United Airlines,2023-12-24,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Basic Economy,$228
United Airlines,2023-12-24,4h 50mORD-SFO,nonstop,6:15 am – 9:05 am,Basic Economy,$228
United Airlines,2023-12-24,4h 44mORD-SFO,nonstop,9:00 am – 11:44 am,Basic Economy,$228
American Airlines,2023-12-24,4h 51mORD-SFO,nonstop,9:55 am – 12:46 pm,Main Cabin,$339
Frontier,2023-12-24,13h 27mMDW-SFO,1 stop,11:15 pm – 10:42 am+1,Economy,$109
United Airlines,2023-12-24,6h 45mORD-SFO,1 stop,2:48 pm – 7:33 pm,Basic Economy,$180
Frontier,2023-12-25,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$108
Alaska Airlines,2023-12-25,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$189
United Airlines,2023-12-25,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Basic Economy,$208
United Airlines,2023-12-25,4h 48mORD-SFO,nonstop,12:45 pm – 3:33 pm,Basic Economy,$217
United Airlines,2023-12-25,4h 46mORD-SFO,nonstop,7:00 am – 9:46 am,Basic Economy,$217
United Airlines,2023-12-25,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Basic Economy,$217
United Airlines,2023-12-25,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Basic Economy,$208
American Airlines,2023-12-25,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Basic Economy,$245
American Airlines,2023-12-25,4h 52mORD-SFO,nonstop,10:00 am – 12:52 pm,Basic Economy,$245
United Airlines,2023-12-25,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Basic Economy,$265
United Airlines,2023-12-25,4h 58mORD-SFO,nonstop,8:45 am – 11:43 am,Basic Economy,$265
United Airlines,2023-12-25,8h 15mORD-SFO,1 stop,6:05 am – 12:20 pm,Basic Economy,$155
United Airlines,2023-12-25,6h 38mORD-SFO,1 stop,7:10 am – 11:48 am,Basic Economy,$221
United Airlines,2023-12-25,6h 31mORD-SFO,1 stop,5:50 pm – 10:21 pm,Basic Economy,$274
American Airlines,2023-12-25,7h 12mORD-SFO,1 stop,6:00 am – 11:12 am,Basic Economy,$255
Frontier,2023-12-26,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$344
Frontier,2023-12-26,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$339
Frontier,2023-12-26,17h 16mORD-SFO,2 stops,9:42 pm – 12:58 pm+1,Economy,$242
United Airlines,2023-12-26,4h 50mORD-SFO,nonstop,6:15 am – 9:05 am,Economy,$364
United Airlines,2023-12-26,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Economy,$364
United Airlines,2023-12-26,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Economy,$399
United Airlines,2023-12-26,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Economy,$399
United Airlines,2023-12-26,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Economy,$399
United Airlines,2023-12-26,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Economy,$459
United Airlines,2023-12-26,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Economy,$459
United Airlines,2023-12-26,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Economy,$512
Alaska Airlines,2023-12-26,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Main,$529
American Airlines,2023-12-26,4h 51mORD-SFO,nonstop,9:55 am – 12:46 pm,Main Cabin,$529
American Airlines,2023-12-26,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$529
United Airlines,2023-12-26,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$679
American Airlines,2023-12-26,8h 10mORD-SFO,1 stop,6:00 am – 12:10 pm,Main Cabin,$384
American Airlines,2023-12-26,7h 04mORD-SFO,1 stop,12:01 pm – 5:05 pm,Main Cabin,$516
Sun Country Air,2023-12-27,14h 41mORD-SFO,1 stop,7:50 pm – 8:31 am+1,Economy,$337
Frontier,2023-12-27,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$341
Frontier,2023-12-27,21h 46mMDW-SFO,2 stops,12:14 pm – 8:00 am+1,Economy,$192
United Airlines,2023-12-27,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Economy,$399
United Airlines,2023-12-27,4h 50mORD-SFO,nonstop,6:15 am – 9:05 am,Economy,$399
United Airlines,2023-12-27,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Economy,$399
United Airlines,2023-12-27,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Economy,$459
United Airlines,2023-12-27,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Economy,$459
American Airlines,2023-12-27,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$529
American Airlines,2023-12-27,4h 51mORD-SFO,nonstop,9:55 am – 12:46 pm,Main Cabin,$529
United Airlines,2023-12-27,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Economy,$545
United Airlines,2023-12-27,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Economy,$545
United Airlines,2023-12-27,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Economy,$545
United Airlines,2023-12-27,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$630
Alaska Airlines,2023-12-27,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Main,$629
United Airlines,2023-12-27,6h 24mORD-SFO,1 stop,1:15 pm – 5:39 pm,Economy,$513
United Airlines,2023-12-27,6h 38mORD-SFO,1 stop,7:10 am – 11:48 am,Economy,$534
Sun Country Air,2023-12-28,16h 31mORD-SFO,1 stop,7:30 pm – 10:01 am+1,Economy,$362
United Airlines,2023-12-28,4h 52mORD-SFO,nonstop,9:00 pm – 11:52 pm,Basic Economy,$281
Frontier,2023-12-28,29h 58mORD-SFO,1 stop,6:20 pm – 10:18 pm+1,Economy,$220
United Airlines,2023-12-28,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Basic Economy,$292
United Airlines,2023-12-28,4h 50mORD-SFO,nonstop,6:15 am – 9:05 am,Basic Economy,$292
Frontier,2023-12-28,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$341
United Airlines,2023-12-28,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Economy,$364
American Airlines,2023-12-28,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$374
American Airlines,2023-12-28,4h 51mORD-SFO,nonstop,9:55 am – 12:46 pm,Main Cabin,$374
United Airlines,2023-12-28,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Economy,$399
United Airlines,2023-12-28,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Economy,$416
Alaska Airlines,2023-12-28,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$429
United Airlines,2023-12-28,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Economy,$459
United Airlines,2023-12-28,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Economy,$512
United Airlines,2023-12-28,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$679
American Airlines,2023-12-28,7h 08mORD-SFO,1 stop,5:30 pm – 10:38 pm,Main Cabin,$339
American Airlines,2023-12-28,6h 50mORD-SFO,1 stop,7:20 am – 12:10 pm,Main Cabin,$384
Frontier,2023-12-29,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$224
Frontier,2023-12-29,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$179
Frontier,2023-12-29,38h 29mORD-SFO,2 stops,6:10 pm – 6:39 am+2,Economy,$176
United Airlines,2023-12-29,4h 50mORD-SFO,nonstop,6:40 am – 9:30 am,Basic Economy,$217
United Airlines,2023-12-29,4h 50mORD-SFO,nonstop,6:10 am – 9:00 am,Basic Economy,$265
United Airlines,2023-12-29,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Basic Economy,$276
United Airlines,2023-12-29,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Basic Economy,$276
United Airlines,2023-12-29,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Basic Economy,$308
American Airlines,2023-12-29,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$329
American Airlines,2023-12-29,4h 51mORD-SFO,nonstop,9:55 am – 12:46 pm,Main Cabin,$374
Alaska Airlines,2023-12-29,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$379
United Airlines,2023-12-29,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Economy,$373
United Airlines,2023-12-29,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Economy,$416
United Airlines,2023-12-29,4h 54mORD-SFO,nonstop,10:50 am – 1:44 pm,Economy,$416
United Airlines,2023-12-29,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$459
United Airlines,2023-12-29,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Economy,$459
United Airlines,2023-12-29,6h 38mORD-SFO,1 stop,7:10 am – 11:48 am,Economy,$382
Frontier,2023-12-30,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$234
Frontier,2023-12-30,4h 58mMDW-SFO,nonstop,6:35 pm – 9:33 pm,Economy,$211
"Spirit Airlines, Frontier",2023-12-30,9h 51mORD-SFO,1 stop,10:48 pm – 6:39 am+1,Economy,$160
United Airlines,2023-12-30,4h 50mORD-SFO,nonstop,7:10 am – 10:00 am,Basic Economy,$286
United Airlines,2023-12-30,4h 52mORD-SFO,nonstop,9:05 pm – 11:57 pm,Basic Economy,$297
United Airlines,2023-12-30,4h 45mORD-SFO,nonstop,8:45 am – 11:30 am,Economy,$364
United Airlines,2023-12-30,4h 47mORD-SFO,nonstop,8:06 pm – 10:53 pm,Economy,$364
American Airlines,2023-12-30,4h 56mORD-SFO,nonstop,2:15 pm – 5:11 pm,Main Cabin,$374
Alaska Airlines,2023-12-30,4h 56mORD-SFO,nonstop,2:30 pm – 5:26 pm,Saver,$379
United Airlines,2023-12-30,4h 57mORD-SFO,nonstop,6:18 pm – 9:15 pm,Economy,$383
United Airlines,2023-12-30,4h 54mORD-SFO,nonstop,10:40 am – 1:34 pm,Economy,$399
United Airlines,2023-12-30,4h 53mORD-SFO,nonstop,12:45 pm – 3:38 pm,Economy,$459
United Airlines,2023-12-30,4h 44mORD-SFO,nonstop,3:55 pm – 6:39 pm,Economy,$459
American Airlines,2023-12-30,7h 04mORD-SFO,1 stop,12:01 pm – 5:05 pm,Main Cabin,$339
American Airlines,2023-12-30,7h 45mORD-SFO,1 stop,6:51 pm – 12:36 am+1,Main Cabin,$339
American Airlines,2023-12-30,7h 12mORD-SFO,1 stop,6:00 am – 11:12 am,Main Cabin,$384
Frontier,2023-12-01,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$74
Frontier,2023-12-01,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$69
Spirit Airlines,2023-12-01,4h 05mEWR-DFW,nonstop,10:50 am – 1:55 pm,Economy,$90
Spirit Airlines,2023-12-01,4h 04mLGA-DFW,nonstop,1:30 pm – 4:34 pm,Economy,$96
Delta,2023-12-01,4h 21mJFK-DFW,nonstop,8:36 am – 11:57 am,Basic Economy,$139
Delta,2023-12-01,4h 21mLGA-DFW,nonstop,7:45 pm – 11:06 pm,Basic Economy,$139
United Airlines,2023-12-01,4h 32mEWR-DFW,nonstop,8:07 am – 11:39 am,Basic Economy,$139
Delta,2023-12-01,4h 15mLGA-DFW,nonstop,8:20 am – 11:35 am,Basic Economy,$139
Delta,2023-12-01,4h 21mJFK-DFW,nonstop,5:59 pm – 9:20 pm,Basic Economy,$139
United Airlines,2023-12-01,4h 08mEWR-DFW,nonstop,6:52 pm – 10:00 pm,Basic Economy,$139
Delta,2023-12-01,4h 05mLGA-DFW,nonstop,6:00 am – 9:05 am,Basic Economy,$139
United Airlines,2023-12-01,4h 05mEWR-DFW,nonstop,12:10 pm – 3:15 pm,Basic Economy,$139
United Airlines,2023-12-01,4h 08mEWR-DFW,nonstop,3:20 pm – 6:28 pm,Basic Economy,$139
United Airlines,2023-12-01,4h 04mEWR-DFW,nonstop,2:00 pm – 5:04 pm,Basic Economy,$139
United Airlines,2023-12-01,4h 03mEWR-DFW,nonstop,6:59 am – 10:02 am,Basic Economy,$139
American Airlines,2023-12-01,4h 02mEWR-DFW,nonstop,5:29 pm – 8:31 pm,Basic Economy,$139
Spirit Airlines,2023-12-02,4h 05mEWR-DFW,nonstop,1:10 pm – 4:15 pm,Economy,$63
Frontier,2023-12-02,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$59
Spirit Airlines,2023-12-02,4h 05mEWR-DFW,nonstop,1:10 pm – 4:15 pm,Economy,$63
Spirit Airlines,2023-12-02,4h 04mLGA-DFW,nonstop,1:30 pm – 4:34 pm,Economy,$64
Delta,2023-12-02,4h 21mJFK-DFW,nonstop,8:36 am – 11:57 am,Basic Economy,$139
Delta,2023-12-02,4h 21mJFK-DFW,nonstop,5:59 pm – 9:20 pm,Basic Economy,$139
Delta,2023-12-02,4h 15mLGA-DFW,nonstop,2:10 pm – 5:25 pm,Basic Economy,$139
Delta,2023-12-02,4h 15mLGA-DFW,nonstop,8:20 am – 11:35 am,Basic Economy,$139
American Airlines,2023-12-02,4h 11mEWR-DFW,nonstop,1:16 pm – 4:27 pm,Basic Economy,$139
American Airlines,2023-12-02,4h 10mEWR-DFW,nonstop,4:49 pm – 7:59 pm,Basic Economy,$139
United Airlines,2023-12-02,4h 08mEWR-DFW,nonstop,6:55 pm – 10:03 pm,Basic Economy,$139
United Airlines,2023-12-02,4h 04mEWR-DFW,nonstop,2:00 pm – 5:04 pm,Basic Economy,$139
United Airlines,2023-12-02,4h 03mEWR-DFW,nonstop,6:59 am – 10:02 am,Basic Economy,$139
American Airlines,2023-12-02,4h 02mEWR-DFW,nonstop,6:07 am – 9:09 am,Basic Economy,$139
American Airlines,2023-12-02,4h 02mEWR-DFW,nonstop,9:07 am – 12:09 pm,Basic Economy,$139
American Airlines,2023-12-02,4h 19mLGA-DFW,nonstop,6:00 am – 9:19 am,Basic Economy,$149
Spirit Airlines,2023-12-03,9h 57mLGA-DFW,1 stop,12:00 pm – 8:57 pm,Economy,$82
Frontier,2023-12-03,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$121
"Frontier, Spirit Airlines",2023-12-03,26h 16mLGA-DFW,1 stop,11:09 pm – 12:25 am+2,Economy,$77
Delta,2023-12-03,4h 10mLGA-DFW,nonstop,6:00 am – 9:10 am,Basic Economy,$139
American Airlines,2023-12-03,4h 19mLGA-DFW,nonstop,6:00 am – 9:19 am,Basic Economy,$169
American Airlines,2023-12-03,4h 17mLGA-DFW,nonstop,7:32 am – 10:49 am,Basic Economy,$169
Spirit Airlines,2023-12-03,4h 04mLGA-DFW,nonstop,1:30 pm – 4:34 pm,Economy,$155
Spirit Airlines,2023-12-03,4h 05mEWR-DFW,nonstop,11:10 am – 2:15 pm,Economy,$227
American Airlines,2023-12-03,4h 18mLGA-DFW,nonstop,11:00 am – 2:18 pm,Basic Economy,$249
American Airlines,2023-12-03,4h 24mJFK-DFW,nonstop,8:00 am – 11:24 am,Basic Economy,$249
American Airlines,2023-12-03,4h 11mLGA-DFW,nonstop,8:25 am – 11:36 am,Basic Economy,$249
Delta,2023-12-03,4h 15mLGA-DFW,nonstop,8:20 am – 11:35 am,Main Cabin,$259
Delta,2023-12-03,4h 21mJFK-DFW,nonstop,8:36 am – 11:57 am,Main Cabin,$279
American Airlines,2023-12-03,4h 02mEWR-DFW,nonstop,6:07 am – 9:09 am,Main Cabin,$299
Spirit Airlines,2023-12-03,9h 57mLGA-DFW,1 stop,12:00 pm – 8:57 pm,Economy,$78
United Airlines,2023-12-03,4h 03mEWR-DFW,nonstop,6:59 am – 10:02 am,Economy,$319
Delta,2023-12-03,4h 21mLGA-DFW,nonstop,7:45 pm – 11:06 pm,Main Cabin,$319
Frontier,2023-12-04,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$84
Frontier,2023-12-04,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$71
"Spirit Airlines, Frontier",2023-12-04,11h 12mEWR-DFW,1 stop,10:10 pm – 8:22 am+1,Economy,$61
American Airlines,2023-12-04,4h 02mEWR-DFW,nonstop,5:29 pm – 8:31 pm,Basic Economy,$139
American Airlines,2023-12-04,4h 02mEWR-DFW,nonstop,9:07 am – 12:09 pm,Basic Economy,$139
American Airlines,2023-12-04,4h 02mEWR-DFW,nonstop,6:07 am – 9:09 am,Basic Economy,$139
Spirit Airlines,2023-12-04,4h 11mEWR-DFW,nonstop,11:26 am – 2:37 pm,Economy,$149
Delta,2023-12-04,4h 21mLGA-DFW,nonstop,7:45 pm – 11:06 pm,Basic Economy,$139
Spirit Airlines,2023-12-04,7h 47mEWR-DFW,1 stop,2:52 pm – 9:39 pm,Economy,$71
American Airlines,2023-12-04,4h 10mJFK-DFW,nonstop,4:20 pm – 7:30 pm,Basic Economy,$176
Spirit Airlines,2023-12-04,7h 40mLGA-DFW,1 stop,2:59 pm – 9:39 pm,Economy,$80
Spirit Airlines,2023-12-04,6h 41mEWR-DFW,1 stop,2:59 pm – 8:40 pm,Economy,$103
American Airlines,2023-12-04,4h 24mJFK-DFW,nonstop,8:00 am – 11:24 am,Basic Economy,$176
American Airlines,2023-12-04,5h 50mEWR-DFW,1 stop,7:44 pm – 12:34 am+1,Basic Economy,$147
American Airlines,2023-12-04,4h 19mLGA-DFW,nonstop,6:00 am – 9:19 am,Basic Economy,$199
United Airlines,2023-12-04,4h 08mEWR-DFW,nonstop,6:52 pm – 10:00 pm,Basic Economy,$211
Spirit Airlines,2023-12-04,9h 15mEWR-DFW,1 stop,2:52 pm – 11:07 pm,Economy,$71
Frontier,2023-12-05,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$58
United Airlines,2023-12-05,7h 31mEWR-DFW,1 stop,9:00 am – 3:31 pm,Basic Economy,$109
Frontier,2023-12-05,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$37
Spirit Airlines,2023-12-05,4h 12mEWR-DFW,nonstop,1:50 pm – 5:02 pm,Economy,$61
Spirit Airlines,2023-12-05,4h 12mLGA-DFW,nonstop,12:59 pm – 4:11 pm,Economy,$62
Delta,2023-12-05,4h 21mJFK-DFW,nonstop,8:36 am – 11:57 am,Basic Economy,$99
Delta,2023-12-05,4h 21mLGA-DFW,nonstop,7:45 pm – 11:06 pm,Basic Economy,$99
United Airlines,2023-12-05,4h 32mEWR-DFW,nonstop,8:07 am – 11:39 am,Basic Economy,$99
Delta,2023-12-05,4h 20mLGA-DFW,nonstop,3:37 pm – 6:57 pm,Basic Economy,$99
American Airlines,2023-12-05,4h 18mEWR-DFW,nonstop,4:44 pm – 8:02 pm,Basic Economy,$99
American Airlines,2023-12-05,4h 17mEWR-DFW,nonstop,1:35 pm – 4:52 pm,Basic Economy,$99
Delta,2023-12-05,4h 10mLGA-DFW,nonstop,6:00 am – 9:10 am,Basic Economy,$99
American Airlines,2023-12-05,4h 16mEWR-DFW,nonstop,6:00 am – 9:16 am,Basic Economy,$99
United Airlines,2023-12-05,4h 08mEWR-DFW,nonstop,6:52 pm – 10:00 pm,Basic Economy,$99
United Airlines,2023-12-05,4h 05mEWR-DFW,nonstop,12:10 pm – 3:15 pm,Basic Economy,$99
United Airlines,2023-12-05,4h 03mEWR-DFW,nonstop,6:59 am – 10:02 am,Basic Economy,$99
Frontier,2023-12-06,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$34
Frontier,2023-12-06,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$29
Spirit Airlines,2023-12-06,4h 12mEWR-DFW,nonstop,1:50 pm – 5:02 pm,Economy,$61
Spirit Airlines,2023-12-06,4h 12mLGA-DFW,nonstop,12:59 pm – 4:11 pm,Economy,$62
United Airlines,2023-12-06,4h 32mEWR-DFW,nonstop,8:07 am – 11:39 am,Basic Economy,$99
Delta,2023-12-06,4h 21mJFK-DFW,nonstop,5:55 pm – 9:16 pm,Basic Economy,$99
Delta,2023-12-06,4h 21mLGA-DFW,nonstop,7:45 pm – 11:06 pm,Basic Economy,$99
American Airlines,2023-12-06,4h 16mEWR-DFW,nonstop,9:00 am – 12:16 pm,Basic Economy,$99
Delta,2023-12-06,4h 20mLGA-DFW,nonstop,3:37 pm – 6:57 pm,Basic Economy,$99
Delta,2023-12-06,4h 18mLGA-DFW,nonstop,10:59 am – 2:17 pm,Basic Economy,$99
Delta,2023-12-06,4h 21mJFK-DFW,nonstop,8:36 am – 11:57 am,Basic Economy,$99
Delta,2023-12-06,4h 13mLGA-DFW,nonstop,12:57 pm – 4:10 pm,Basic Economy,$99
Delta,2023-12-06,4h 10mLGA-DFW,nonstop,6:00 am – 9:10 am,Basic Economy,$99
United Airlines,2023-12-06,4h 08mEWR-DFW,nonstop,3:20 pm – 6:28 pm,Basic Economy,$99
United Airlines,2023-12-06,4h 08mEWR-DFW,nonstop,6:52 pm – 10:00 pm,Basic Economy,$99
United Airlines,2023-12-06,4h 05mEWR-DFW,nonstop,12:10 pm – 3:15 pm,Basic Economy,$99
Frontier,2023-12-07,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$44
Frontier,2023-12-07,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$39
Spirit Airlines,2023-12-07,4h 12mEWR-DFW,nonstop,1:50 pm – 5:02 pm,Economy,$60
Spirit Airlines,2023-12-07,4h 12mLGA-DFW,nonstop,12:59 pm – 4:11 pm,Economy,$61
Delta,2023-12-07,4h 31mJFK-DFW,nonstop,8:40 am – 12:11 pm,Basic Economy,$109
Delta,2023-12-07,4h 29mJFK-DFW,nonstop,6:15 pm – 9:44 pm,Basic Economy,$109
United Airlines,2023-12-07,4h 32mEWR-DFW,nonstop,8:07 am – 11:39 am,Basic Economy,$109
Delta,2023-12-07,4h 21mLGA-DFW,nonstop,6:00 am – 9:21 am,Basic Economy,$109
American Airlines,2023-12-07,4h 15mLGA-DFW,nonstop,5:55 am – 9:10 am,Basic Economy,$109
United Airlines,2023-12-07,4h 04mEWR-DFW,nonstop,2:00 pm – 5:04 pm,Basic Economy,$109
Delta,2023-12-07,4h 23mLGA-DFW,nonstop,1:15 pm – 4:38 pm,Basic Economy,$129
Delta,2023-12-07,4h 21mLGA-DFW,nonstop,11:25 am – 2:46 pm,Basic Economy,$129
American Airlines,2023-12-07,4h 16mEWR-DFW,nonstop,9:00 am – 12:16 pm,Basic Economy,$139
American Airlines,2023-12-07,4h 16mEWR-DFW,nonstop,6:00 am – 9:16 am,Basic Economy,$139
American Airlines,2023-12-07,4h 14mEWR-DFW,nonstop,1:16 pm – 4:30 pm,Basic Economy,$139
United Airlines,2023-12-07,4h 08mEWR-DFW,nonstop,3:20 pm – 6:28 pm,Basic Economy,$149
Frontier,2023-12-08,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$64
Spirit Airlines,2023-12-08,4h 12mLGA-DFW,nonstop,12:59 pm – 4:11 pm,Economy,$66
Frontier,2023-12-08,4h 13mLGA-DFW,nonstop,10:50 pm – 2:03 am+1,Economy,$59
Spirit Airlines,2023-12-08,4h 11mEWR-DFW,nonstop,11:26 am – 2:37 pm,Economy,$117
Delta,2023-12-08,4h 29mJFK-DFW,nonstop,6:15 pm – 9:44 pm,Basic Economy,$119
American Airlines,2023-12-08,4h 24mLGA-DFW,nonstop,3:59 pm – 7:23 pm,Basic Economy,$154
American Airlines,2023-12-08,4h 29mLGA-DFW,nonstop,6:59 pm – 10:28 pm,Basic Economy,$154
American Airlines,2023-12-08,4h 25mLGA-DFW,nonstop,7:29 am – 10:54 am,Basic Economy,$154
American Airlines,2023-12-08,4h 26mLGA-DFW,nonstop,9:59 am – 1:25 pm,Basic Economy,$154
Spirit Airlines,2023-12-08,7h 11mLGA-DFW,1 stop,2:59 pm – 9:10 pm,Economy,$83
United Airlines,2023-12-08,4h 08mEWR-DFW,nonstop,6:52 pm – 10:00 pm,Basic Economy,$166
Delta,2023-12-08,4h 29mLGA-DFW,nonstop,7:45 pm – 11:14 pm,Basic Economy,$129
American Airlines,2023-12-08,4h 14mJFK-DFW,nonstop,2:30 pm – 5:44 pm,Basic Economy,$164
American Airlines,2023-12-08,4h 28mJFK-DFW,nonstop,8:00 am – 11:28 am,Basic Economy,$164
United Airlines,2023-12-08,4h 03mEWR-DFW,nonstop,6:59 am – 10:02 am,Basic Economy,$179
